3.000e-01,5.000e-03,1.031004e+00,1.993818e+00
3.050e-01,5.000e-03,9.812514e+00,1.691270e+01
3.100e-01,5.000e-03,2.824690e+01,4.357203e+01
3.150e-01,5.000e-03,5.954024e+01,8.244023e+01
3.200e-01,5.000e-03,8.357606e+01,1.049771e+02
3.250e-01,5.000e-03,1.247786e+02,1.429655e+02
3.300e-01,5.000e-03,1.693766e+02,1.784900e+02
3.350e-01,5.000e-03,1.816629e+02,1.775042e+02
3.400e-01,5.000e-03,1.895579e+02,1.727763e+02
3.450e-01,5.000e-03,2.050380e+02,1.751533e+02
3.500e-01,1.000e-02,2.328396e+02,1.872063e+02
3.600e-01,1.000e-02,2.576112e+02,1.855438e+02
3.700e-01,1.000e-02,3.220576e+02,2.104140e+02
3.800e-01,1.000e-02,3.422634e+02,2.049557e+02
3.900e-01,1.000e-02,3.426250e+02,1.897165e+02
4.000e-01,1.000e-02,5.200510e+02,2.682855e+02
4.100e-01,1.000e-02,6.305359e+02,3.050382e+02
4.200e-01,1.000e-02,6.761719e+02,3.084960e+02
4.300e-01,1.000e-02,6.433386e+02,2.781790e+02
4.400e-01,1.000e-02,7.735863e+02,3.183979e+02
4.500e-01,1.000e-02,8.729707e+02,3.433996e+02
4.600e-01,1.000e-02,9.167592e+02,3.400303e+02
4.700e-01,1.000e-02,9.163650e+02,3.215379e+02
4.800e-01,1.000e-02,9.575943e+02,3.188715e+02
4.900e-01,1.000e-02,9.147855e+02,2.899191e+02
5.000e-01,1.000e-02,9.380851e+02,2.837095e+02
5.100e-01,1.000e-02,9.623728e+02,2.784021e+02
5.200e-01,1.000e-02,9.286483e+02,2.574587e+02
5.300e-01,1.000e-02,9.698868e+02,2.583463e+02
5.400e-01,1.000e-02,9.844087e+02,2.523107e+02
5.500e-01,2.000e-02,9.919979e+02,2.450086e+02
5.700e-01,2.300e-02,9.770225e+02,2.253773e+02
5.930e-01,1.700e-02,9.484490e+02,2.031884e+02
6.100e-01,2.000e-02,9.589207e+02,1.946121e+02
6.300e-01,2.600e-02,9.485209e+02,1.811558e+02
6.560e-01,1.160e-02,8.993215e+02,1.597369e+02
6.676e-01,2.240e-02,9.162631e+02,1.577769e+02
6.900e-01,2.000e-02,8.142209e+02,1.338587e+02
7.100e-01,8.000e-03,8.679574e+02,1.347983e+02
7.180e-01,6.400e-03,7.697342e+02,1.194727e+02
7.244e-01,1.560e-02,7.556250e+02,1.160345e+02
7.400e-01,1.250e-02,8.124308e+02,1.183834e+02
7.525e-01,5.000e-03,8.113003e+02,1.149185e+02
7.575e-01,5.000e-03,7.983587e+02,1.119387e+02
7.625e-01,5.000e-03,5.357630e+02,7.864419e+01
7.675e-01,1.250e-02,7.031808e+02,9.832777e+01
7.800e-01,2.000e-02,7.681936e+02,1.030199e+02
8.000e-01,1.600e-02,7.442380e+02,9.634102e+01
8.160e-01,7.700e-03,6.471615e+02,8.281043e+01
8.237e-01,7.800e-03,6.133033e+02,7.781876e+01
8.315e-01,8.500e-03,6.512245e+02,8.042465e+01
8.400e-01,2.000e-02,6.608349e+02,8.004615e+01
8.600e-01,2.000e-02,6.677826e+02,7.787478e+01
8.800e-01,2.500e-02,6.365634e+02,7.193820e+01
9.050e-01,1.000e-02,4.770999e+02,5.407691e+01
9.150e-01,1.000e-02,4.841032e+02,5.374689e+01
9.250e-01,5.000e-03,4.638282e+02,5.076340e+01
9.300e-01,7.000e-03,3.433591e+02,3.882756e+01
9.370e-01,1.100e-02,2.653321e+02,3.040629e+01
9.480e-01,1.700e-02,2.778575e+02,3.115480e+01
9.650e-01,1.500e-02,4.436765e+02,4.579175e+01
9.800e-01,1.350e-02,4.785511e+02,4.781641e+01
9.935e-01,4.650e-02,5.134947e+02,4.966405e+01
1.040e+00,3.000e-02,4.803633e+02,4.369274e+01
1.070e+00,3.000e-02,4.494787e+02,3.948372e+01
1.100e+00,2.000e-02,3.664555e+02,3.204130e+01
1.120e+00,1.000e-02,1.365970e+02,1.288577e+01
1.130e+00,1.500e-02,1.735845e+02,1.591926e+01
1.145e+00,1.600e-02,1.665681e+02,1.507683e+01
1.161e+00,9.000e-03,2.899824e+02,2.429242e+01
1.170e+00,3.000e-02,3.119951e+02,2.554366e+01
1.200e+00,4.000e-02,3.186373e+02,2.500209e+01
1.240e+00,3.000e-02,3.320270e+02,2.470038e+01
1.270e+00,2.000e-02,2.911917e+02,2.132663e+01
1.290e+00,3.000e-02,3.060143e+02,2.180438e+01
1.320e+00,3.000e-02,2.537514e+02,1.806304e+01
1.350e+00,4.500e-02,6.317852e+01,4.903304e+00
1.395e+00,4.700e-02,6.827831e+00,5.287410e-01
1.442e+00,2.000e-02,5.496682e+01,3.964295e+00
1.462e+00,1.500e-02,9.280770e+01,6.408985e+00
1.477e+00,2.000e-02,9.041835e+01,6.176821e+00
1.497e+00,2.300e-02,1.604525e+02,1.020616e+01
1.520e+00,1.900e-02,2.100531e+02,1.255322e+01
1.539e+00,1.900e-02,2.019692e+02,1.187294e+01
1.558e+00,2.000e-02,1.900212e+02,1.113803e+01
1.578e+00,1.400e-02,1.866181e+02,1.074274e+01
1.592e+00,1.800e-02,1.764591e+02,1.008422e+01
1.610e+00,2.000e-02,1.710013e+02,9.701232e+00
1.630e+00,1.600e-02,1.805277e+02,1.001548e+01
1.646e+00,3.200e-02,1.736088e+02,9.547060e+00
1.678e+00,6.200e-02,1.625983e+02,8.784642e+00
1.740e+00,6.000e-02,1.309885e+02,6.928583e+00
1.800e+00,6.000e-02,3.912149e+01,2.222041e+00
1.860e+00,6.000e-02,2.830024e+00,1.627183e-01
1.920e+00,4.000e-02,8.456292e+00,4.673438e-01
1.960e+00,2.500e-02,2.228496e+01,1.179072e+00
1.985e+00,2.000e-02,7.307069e+01,3.509208e+00
2.005e+00,3.000e-02,2.839428e+01,1.450641e+00
2.035e+00,3.000e-02,7.160074e+01,3.313831e+00
2.065e+00,3.500e-02,5.893627e+01,2.726733e+00
2.100e+00,4.800e-02,6.496341e+01,2.899982e+00
2.148e+00,5.000e-02,6.031716e+01,2.626034e+00
2.198e+00,7.200e-02,5.439263e+01,2.325805e+00
2.270e+00,9.000e-02,4.928180e+01,2.057132e+00
2.360e+00,9.000e-02,4.095680e+01,1.685633e+00
2.450e+00,5.000e-02,1.528517e+01,6.501799e-01
2.500e+00,1.000e-01,5.482280e+00,2.374151e-01
2.600e+00,1.000e-01,2.800719e-06,1.198280e-07
2.700e+00,1.000e-01,6.290919e-09,2.611166e-10
2.800e+00,1.000e-01,1.574126e-05,6.349977e-07
2.900e+00,1.000e-01,1.155116e+00,4.505643e-02
3.000e+00,1.000e-01,3.601658e+00,1.348319e-01
3.100e+00,1.000e-01,3.371340e+00,1.231660e-01
3.200e+00,1.000e-01,4.654287e+00,1.643221e-01
3.300e+00,1.000e-01,3.389147e+00,1.179451e-01
3.400e+00,1.000e-01,6.551502e+00,2.168321e-01
3.500e+00,1.000e-01,8.952796e+00,2.824273e-01
3.600e+00,1.000e-01,8.429923e+00,2.606652e-01
3.700e+00,1.000e-01,7.837010e+00,2.381397e-01
3.800e+00,1.000e-01,7.344008e+00,2.192868e-01
3.900e+00,1.000e-01,6.610622e+00,1.950214e-01
4.000e+00,1.000e-01,6.590762e+00,1.902483e-01
